Name,ID,Has Block,Mod,Class
terrafirmacraft:item.Copper Sword,4224,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSword
terrafirmacraft:item.Wrought Iron Sword,4225,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSword
terrafirmacraft:item.Red Steel Sword,4226,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSword
terrafirmacraft:item.Steel Sword,4227,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSword
terrafirmacraft:item.Bismuth Bronze Mace,4228,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSword
terrafirmacraft:item.Black Bronze Mace,4229,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSword
terrafirmacraft:item.Black Steel Mace,4230,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSword
terrafirmacraft:item.Blue Steel Mace,4231,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSword
terrafirmacraft:item.Bronze Mace,4232,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSword
terrafirmacraft:item.Copper Mace,4233,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSword
terrafirmacraft:item.Wrought Iron Mace,4234,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSword
terrafirmacraft:item.Red Steel Mace,4235,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSword
terrafirmacraft:item.Steel Mace,4236,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSword
terrafirmacraft:item.Bismuth Bronze Saw,4237,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSaw
terrafirmacraft:item.Black Bronze Saw,4238,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSaw
terrafirmacraft:item.Black Steel Saw,4239,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSaw
terrafirmacraft:item.Blue Steel Saw,4240,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSaw
terrafirmacraft:item.Bronze Saw,4241,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSaw
terrafirmacraft:item.Copper Saw,4242,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSaw
terrafirmacraft:item.Wrought Iron Saw,4243,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSaw
terrafirmacraft:item.Red Steel Saw,4244,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSaw
terrafirmacraft:item.Steel Saw,4245,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomSaw
terrafirmacraft:item.HC Black Steel Ingot,4246,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Weak Blue Steel Ingot,4247,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Weak Red Steel Ingot,4248,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Weak Steel Ingot,4249,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.HC Blue Steel Ingot,4250,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.HC Red Steel Ingot,4251,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.HC Steel Ingot,4252,false,terrafirmacraft,com.bioxx.tfc.Items.ItemIngot
terrafirmacraft:item.Ore,4253,false,terrafirmacraft,com.bioxx.tfc.Items.ItemOre
terrafirmacraft:item.Small Ore,4254,false,terrafirmacraft,com.bioxx.tfc.Items.ItemOreSmall
terrafirmacraft:item.Log,4255,false,terrafirmacraft,com.bioxx.tfc.Items.ItemLogs
terrafirmacraft:item.IgIn Stone Javelin,4256,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemJavelin
terrafirmacraft:item.Sed Stone Javelin,4257,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemJavelin
terrafirmacraft:item.IgEx Stone Javelin,4258,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemJavelin
terrafirmacraft:item.MM Stone Javelin,4259,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemJavelin
terrafirmacraft:item.Copper Javelin,4260,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemJavelin
terrafirmacraft:item.Bismuth Bronze Javelin,4261,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemJavelin
terrafirmacraft:item.Bronze Javelin,4262,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemJavelin
terrafirmacraft:item.Black Bronze Javelin,4263,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemJavelin
terrafirmacraft:item.Wrought Iron Javelin,4264,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemJavelin
terrafirmacraft:item.Steel Javelin,4265,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemJavelin
terrafirmacraft:item.Black Steel Javelin,4266,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemJavelin
terrafirmacraft:item.Blue Steel Javelin,4267,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemJavelin
terrafirmacraft:item.Red Steel Javelin,4268,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemJavelin
terrafirmacraft:item.IgIn Stone Javelin Head,4269,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Sed Stone Javelin Head,4270,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.IgEx Stone Javelin Head,4271,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.MM Stone Javelin Head,4272,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Copper Javelin Head,4273,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bismuth Bronze Javelin Head,4274,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bronze Javelin Head,4275,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Bronze Javelin Head,4276,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Wrought Iron Javelin Head,4277,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Steel Javelin Head,4278,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Steel Javelin Head,4279,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Blue Steel Javelin Head,4280,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Red Steel Javelin Head,4281,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bismuth Unshaped,4282,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Bismuth Bronze Unshaped,4283,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Black Bronze Unshaped,4284,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Black Steel Unshaped,4285,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Blue Steel Unshaped,4286,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Brass Unshaped,4287,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Bronze Unshaped,4288,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Copper Unshaped,4289,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Gold Unshaped,4290,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Wrought Iron Unshaped,4291,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Lead Unshaped,4292,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Nickel Unshaped,4293,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Pig Iron Unshaped,4294,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Platinum Unshaped,4295,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Red Steel Unshaped,4296,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Rose Gold Unshaped,4297,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Silver Unshaped,4298,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Steel Unshaped,4299,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Sterling Silver Unshaped,4300,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Tin Unshaped,4301,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Zinc Unshaped,4302,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Stone Hammer,4303,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemHammer
terrafirmacraft:item.Bismuth Bronze Hammer,4304,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemHammer
terrafirmacraft:item.Black Bronze Hammer,4305,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemHammer
terrafirmacraft:item.Black Steel Hammer,4306,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemHammer
terrafirmacraft:item.Blue Steel Hammer,4307,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemHammer
terrafirmacraft:item.Bronze Hammer,4308,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemHammer
terrafirmacraft:item.Copper Hammer,4309,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemHammer
terrafirmacraft:item.Wrought Iron Hammer,4310,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemHammer
terrafirmacraft:item.Red Steel Hammer,4311,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemHammer
terrafirmacraft:item.Steel Hammer,4312,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemHammer
terrafirmacraft:item.Ink,4313,false,terrafirmacraft,com.bioxx.tfc.Items.ItemTerra
terrafirmacraft:item.Firestarter,4314,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemFirestarter
terrafirmacraft:item.Bismuth Bronze Pick Head,4315,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Bronze Pick Head,4316,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Steel Pick Head,4317,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Blue Steel Pick Head,4318,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bronze Pick Head,4319,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Copper Pick Head,4320,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Wrought Iron Pick Head,4321,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Red Steel Pick Head,4322,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Steel Pick Head,4323,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bismuth Bronze Shovel Head,4324,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Bronze Shovel Head,4325,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Steel Shovel Head,4326,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Blue Steel Shovel Head,4327,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bronze Shovel Head,4328,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Copper Shovel Head,4329,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Wrought Iron Shovel Head,4330,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Red Steel Shovel Head,4331,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Steel Shovel Head,4332,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bismuth Bronze Hoe Head,4333,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Bronze Hoe Head,4334,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Steel Hoe Head,4335,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Blue Steel Hoe Head,4336,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bronze Hoe Head,4337,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Copper Hoe Head,4338,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Wrought Iron Hoe Head,4339,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Red Steel Hoe Head,4340,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Steel Hoe Head,4341,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bismuth Bronze Axe Head,4342,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Bronze Axe Head,4343,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Steel Axe Head,4344,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Blue Steel Axe Head,4345,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bronze Axe Head,4346,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Copper Axe Head,4347,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Wrought Iron Axe Head,4348,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Red Steel Axe Head,4349,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Steel Axe Head,4350,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bismuth Bronze Hammer Head,4351,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Bronze Hammer Head,4352,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Steel Hammer Head,4353,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Blue Steel Hammer Head,4354,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bronze Hammer Head,4355,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Copper Hammer Head,4356,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Wrought Iron Hammer Head,4357,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Red Steel Hammer Head,4358,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Steel Hammer Head,4359,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bismuth Bronze Chisel Head,4360,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Bronze Chisel Head,4361,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Steel Chisel Head,4362,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Blue Steel Chisel Head,4363,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bronze Chisel Head,4364,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Copper Chisel Head,4365,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Wrought Iron Chisel Head,4366,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Red Steel Chisel Head,4367,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Steel Chisel Head,4368,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bismuth Bronze Sword Blade,4369,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Bronze Sword Blade,4370,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Steel Sword Blade,4371,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Blue Steel Sword Blade,4372,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bronze Sword Blade,4373,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Copper Sword Blade,4374,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Wrought Iron Sword Blade,4375,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Red Steel Sword Blade,4376,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Steel Sword Blade,4377,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bismuth Bronze Mace Head,4378,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Bronze Mace Head,4379,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Steel Mace Head,4380,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Blue Steel Mace Head,4381,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bronze Mace Head,4382,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Copper Mace Head,4383,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Wrought Iron Mace Head,4384,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Red Steel Mace Head,4385,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Steel Mace Head,4386,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bismuth Bronze Saw Blade,4387,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Bronze Saw Blade,4388,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Steel Saw Blade,4389,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Blue Steel Saw Blade,4390,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bronze Saw Blade,4391,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Copper Saw Blade,4392,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Wrought Iron Saw Blade,4393,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Red Steel Saw Blade,4394,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Steel Saw Blade,4395,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.HC Black Steel Unshaped,4396,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Weak Blue Steel Unshaped,4397,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.HC Blue Steel Unshaped,4398,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Weak Red Steel Unshaped,4399,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.HC Red Steel Unshaped,4400,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Weak Steel Unshaped,4401,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.HC Steel Unshaped,4402,false,terrafirmacraft,com.bioxx.tfc.Items.ItemMeltedMetal
terrafirmacraft:item.Coke,4403,false,terrafirmacraft,com.bioxx.tfc.Items.ItemTerra
terrafirmacraft:item.Bismuth Bronze ProPick Head,4404,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Bronze ProPick Head,4405,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Steel ProPick Head,4406,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Blue Steel ProPick Head,4407,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bronze ProPick Head,4408,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Copper ProPick Head,4409,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Wrought Iron ProPick Head,4410,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Red Steel ProPick Head,4411,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Steel ProPick Head,4412,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bismuth Bronze Scythe,4413,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomScythe
terrafirmacraft:item.Black Bronze Scythe,4414,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomScythe
terrafirmacraft:item.Black Steel Scythe,4415,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomScythe
terrafirmacraft:item.Blue Steel Scythe,4416,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomScythe
terrafirmacraft:item.Bronze Scythe,4417,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomScythe
terrafirmacraft:item.Copper Scythe,4418,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomScythe
terrafirmacraft:item.Wrought Iron Scythe,4419,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomScythe
terrafirmacraft:item.Red Steel Scythe,4420,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomScythe
terrafirmacraft:item.Steel Scythe,4421,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomScythe
terrafirmacraft:item.Bismuth Bronze Scythe Blade,4422,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Bronze Scythe Blade,4423,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Steel Scythe Blade,4424,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Blue Steel Scythe Blade,4425,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bronze Scythe Blade,4426,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Copper Scythe Blade,4427,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Wrought Iron Scythe Blade,4428,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Red Steel Scythe Blade,4429,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Steel Scythe Blade,4430,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Wooden Bucket Empty,4431,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomBucket
terrafirmacraft:item.Wooden Bucket Water,4432,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomBucket
terrafirmacraft:item.Wooden Bucket Salt Water,4433,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomBucket
terrafirmacraft:item.Wooden Bucket Milk,4434,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemCustomBucketMilk
terrafirmacraft:item.Bismuth Bronze Knife Blade,4435,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Bronze Knife Blade,4436,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Black Steel Knife Blade,4437,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Blue Steel Knife Blade,4438,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Bronze Knife Blade,4439,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Copper Knife Blade,4440,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Wrought Iron Knife Blade,4441,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
terrafirmacraft:item.Red Steel Knife Blade,4442,false,terrafirmacraft,com.bioxx.tfc.Items.Tools.ItemMiscToolHead
